Unnamed: 0,semantic_type,span_text,offsets,doc_id,probability,label,tokens,no_tokens,no_subtokens
7790,PERSON,Cheryl Wheeler-Dixon,"(0, 20)",cheryl-wheeler-dixon,"[-3.97751800072868, -4.2337017624473425, -2.317295098039571, -3.8667588680200966]",MASK,"['Cheryl', 'Wheeler', '-', 'Dixon']",4,0
7791,DATETIME,"August 18, 1960","(22, 37)",cheryl-wheeler-dixon,"[-4.413884654270569, -4.332413864587811, -1.5695046016457068, -5.425361859424323]",MASK,"['August', '18', ',', '1960']",4,0
7792,DATETIME,"February 12, 2020","(40, 57)",cheryl-wheeler-dixon,"[-4.482399224140908, -4.620465951809012, -2.3749295783170434, -6.455025494827332]",MASK,"['February', '12', ',', '2020']",4,0
7793,DEM,American,"(66, 74)",cheryl-wheeler-dixon,[-2.493972181556044],MASK,['American'],1,0
7794,MISC,stunt woman,"(75, 86)",cheryl-wheeler-dixon,"[-6.709278187786382, -3.0857804425174535]",MASK,"['stunt', 'woman']",2,0
7795,MISC,stunt double,"(88, 100)",cheryl-wheeler-dixon,"[-6.914158434955744, -5.81536463677567]",MASK,"['stunt', 'double']",2,0
7796,MISC,stunt driver,"(106, 118)",cheryl-wheeler-dixon,"[-5.9514025518218086, -4.778582692466405]",MASK,"['stunt', 'driver']",2,0
7797,MISC,US movie industry,"(126, 143)",cheryl-wheeler-dixon,"[-2.3453818729858593, -2.0451956619454634, -2.8239543433591576]",MASK,"['US', 'movie', 'industry']",3,0
7798,PERSON,Cheryl Wheeler-Duncan,"(166, 187)",cheryl-wheeler-dixon,"[-6.8479355317369, -6.198889735400021, -2.819862502950386, -5.152619820320416]",MASK,"['Cheryl', 'Wheeler', '-', 'Duncan']",4,0
7799,PERSON,Cheryl Wheeler,"(189, 203)",cheryl-wheeler-dixon,"[-7.3133058231431125, -5.945810375002663]",MASK,"['Cheryl', 'Wheeler']",2,0
7800,PERSON,Cheryl M. Wheeler,"(205, 222)",cheryl-wheeler-dixon,"[-7.435541403263441, -5.887033364142971, -2.522163994173228, -7.068926133178729]",MASK,"['Cheryl', 'M', '.', 'Wheeler']",4,0
7801,PERSON,Sheryl Wheeler,"(228, 242)",cheryl-wheeler-dixon,"[-5.128689009715958, -7.269793109686469, -5.786842505100562]",MASK,"['She', '##ryl', 'Wheeler']",2,1
7802,MISC,stunt double,"(253, 265)",cheryl-wheeler-dixon,"[-6.414711190385028, -3.584397652842343]",NO_MASK,"['stunt', 'double']",2,0
7803,PERSON,Rene Russo,"(270, 280)",cheryl-wheeler-dixon,"[-6.798404430137753, -6.382409486756316]",MASK,"['Rene', 'Russo']",2,0
7804,PERSON,Kathleen Turner,"(282, 297)",cheryl-wheeler-dixon,"[-6.231909946472263, -6.881510326651272]",MASK,"['Kathleen', 'Turner']",2,0
7805,PERSON,Goldie Hawn,"(303, 314)",cheryl-wheeler-dixon,"[-6.583312822733763, -6.544818665877566, -6.808027597532566, -7.37284128712786]",MASK,"['Gold', '##ie', 'Ha', '##wn']",2,2
7806,QUANTITY,two,"(339, 342)",cheryl-wheeler-dixon,[-4.03783302255484],MASK,['two'],1,0
7807,DEM,daughters,"(343, 352)",cheryl-wheeler-dixon,[-4.895227854721584],NO_MASK,['daughters'],1,0
7808,DEM,husband,"(367, 374)",cheryl-wheeler-dixon,[-0.9163475427525032],NO_MASK,['husband'],1,0
7809,PERSON,Lindsey Duncan,"(376, 390)",cheryl-wheeler-dixon,"[-7.2131467511320135, -6.299446022414847]",MASK,"['Lindsey', 'Duncan']",2,0
7810,ORG,"Genesis Today, Inc","(398, 416)",cheryl-wheeler-dixon,"[-8.827616673769926, -6.717817734735956, -0.3239618324232179, -4.449077098313294]",MASK,"['Genesis', 'Today', ',', 'Inc']",4,0
7811,MISC,nutritional supplement company,"(421, 451)",cheryl-wheeler-dixon,"[-6.918246325639447, -5.171660688214295, -6.5713279431879945, -3.370686233677693]",NO_MASK,"['nutrition', '##al', 'supplement', 'company']",3,1
7812,LOC,"Austin, Texas","(455, 468)",cheryl-wheeler-dixon,"[-4.903509805025353, -0.3332783392882462, -5.045682126704636]",MASK,"['Austin', ',', 'Texas']",3,0
7813,MISC,multi-level marketing offshoot,"(475, 505)",cheryl-wheeler-dixon,"[-5.1442378798398805, -2.7053873365254346, -5.406103347475951, -6.744001451874737, -6.723599742430282, -7.324993215956243]",NO_MASK,"['multi', '-', 'level', 'marketing', 'offs', '##hoot']",5,1
7814,ORG,Genesis Pure,"(513, 525)",cheryl-wheeler-dixon,"[-6.0728342234147314, -4.930299387063012]",MASK,"['Genesis', 'Pure']",2,0
7815,PERSON,Cheryl Wheeler-Sanders (Dixon),"(527, 557)",cheryl-wheeler-dixon,"[-7.01100222432374, -6.335963456923427, -2.992250653329577, -6.684503256250849, -3.4108145246508967, -6.343622718747579, -3.680272312745101]",MASK,"['Cheryl', 'Wheeler', '-', 'Sanders', '(', 'Dixon', ')']",7,0
7816,MISC,husband,"(566, 573)",cheryl-wheeler-dixon,[-0.9759929426388465],MASK,['husband'],1,0
7817,PERSON,Robert Reed Sanders,"(575, 594)",cheryl-wheeler-dixon,"[-4.122268686621492, -6.302451118165184, -5.929241092483755]",MASK,"['Robert', 'Reed', 'Sanders']",3,0
7818,DEM,shot,"(601, 605)",cheryl-wheeler-dixon,[-4.391179285193018],NO_MASK,['shot'],1,0
7819,DEM,killed,"(610, 616)",cheryl-wheeler-dixon,[-3.641917901179022],NO_MASK,['killed'],1,0
7820,MISC,shoot-out,"(632, 641)",cheryl-wheeler-dixon,"[-5.236886234109833, -3.065737400678928, -3.4107900153056665]",NO_MASK,"['shoot', '-', 'out']",3,0
7821,MISC,ex-husband,"(651, 661)",cheryl-wheeler-dixon,"[-3.5140867883997027, -3.162379412673508, -2.4959150574084825]",MASK,"['ex', '-', 'husband']",3,0
7822,PERSON,Lindsey Duncan,"(663, 677)",cheryl-wheeler-dixon,"[-6.663649905420219, -6.776822200508572]",MASK,"['Lindsey', 'Duncan']",2,0
7823,LOC,"Yellow Springs, Ohio","(682, 702)",cheryl-wheeler-dixon,"[-6.4870423818883465, -6.6668674204280185, -0.9470316506647254, -4.978712382172504]",MASK,"['Yellow', 'Springs', ',', 'Ohio']",4,0
7824,DATETIME,"February 12, 2020","(706, 723)",cheryl-wheeler-dixon,"[-5.414027653176586, -5.804947286268348, -1.255206750014662, -8.439892550327809]",MASK,"['February', '12', ',', '2020']",4,0
7825,PERSON,Raymond-Gaspard de Bonardi comte de Saint-Sulpice,"(0, 49)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-3.2654809851885216, -1.0992078484679098, -5.829629865543235, -7.624256758771312, -5.1623631094273525, -6.627383413803074, -5.924233846105219, -4.147006757532874, -5.678814485166023, -6.671935339937612, -4.080315443786703, -4.408017816985612, -1.4801652412020354, -5.367560835603775, -7.649270599928892]",MASK,"['Raymond', '-', 'Gas', '##pard', 'de', 'Bon', '##ard', '##i', 'com', '##te', 'de', 'Saint', '-', 'Sul', '##pice']",10,5
7826,DATETIME,23 October 1761,"(52, 67)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-4.120439265017249, -5.133137619492707, -7.328546837225837]",MASK,"['23', 'October', '1761']",3,0
7827,DATETIME,20 June 1835,"(70, 82)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-6.242298101690891, -6.481160383655084, -6.533308720443863]",MASK,"['20', 'June', '1835']",3,0
7828,DEM,French,"(90, 96)",raymond-gaspard-de-bonardi-de-saint-sulpice,[-2.441148006907269],NO_MASK,['French'],1,0
7829,DEM,general,"(97, 104)",raymond-gaspard-de-bonardi-de-saint-sulpice,[-1.2235786322896585],NO_MASK,['general'],1,0
7830,MISC,French Revolutionary Wars,"(112, 137)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-2.4654889256851185, -4.525935481869643, -2.925913581332528]",NO_MASK,"['French', 'Revolutionary', 'Wars']",3,0
7831,MISC,Napoleonic Wars,"(142, 157)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-4.462037211932596, -2.80162762705803]",NO_MASK,"['Napoleonic', 'Wars']",2,0
7832,DEM,commander,"(200, 209)",raymond-gaspard-de-bonardi-de-saint-sulpice,[-0.9007849637738895],NO_MASK,['commander'],1,0
7833,MISC,Peer of France,"(227, 241)",raymond-gaspard-de-bonardi-de-saint-sulpice,"[-5.552460310555823, -5.7597678474108935, -4.569372268589318, -5.499119841581243]",NO_MASK,"['P', '##eer', 'of', 'France']",3,1
7834,PERSON,Igor Yuryevich Uralyov,"(0, 22)",igor-uralyov,"[-1.7551597777541645, -2.504620247490632, -5.702105955777657, -4.968337935260122, -3.2625011312518275, -5.985337102717492, -5.588367816813411, -4.188971943274864]",MASK,"['Igor', 'Yu', '##ry', '##evich', 'U', '##ral', '##yo', '##v']",3,5
7835,PERSON,Игорь Юрьевич Уралёв,"(33, 53)",igor-uralyov,"[-4.310673876410188, -4.729391904501669, -4.542011341729887, -4.579932194513251, -4.941346089041704, -5.92601437431634, -5.442655006326445, -5.866294179707826, -5.664972179056449, -5.951984926463736, -5.607853376123656, -5.838082864352989, -5.852801639215453, -6.209688701148093, -3.7839624693940714]",MASK,"['И', '##г', '##о', '##р', '##ь', 'Ю', '##р', '##ь', '##евич', 'У', '##р', '##а', '##л', '##ё', '##в']",3,12
7836,DATETIME,15 October 1966,"(60, 75)",igor-uralyov,"[-4.067798324302663, -5.291714345974656, -1.4682120128580283]",MASK,"['15', 'October', '1966']",3,0
7837,DEM,Russian,"(82, 89)",igor-uralyov,[-1.1116023206859469],NO_MASK,['Russian'],1,0
7838,DEM,professional football coach,"(90, 117)",igor-uralyov,"[-2.1944897584921303, -2.2036101925005767, -0.6018709613596734]",NO_MASK,"['professional', 'football', 'coach']",3,0
7839,DEM,player,"(131, 137)",igor-uralyov,[-0.5176329069627142],NO_MASK,['player'],1,0
7840,PERSON,Tulsidas Borkar,"(0, 15)",tulsidas-borkar,"[-5.100536791967902, -5.832378930681151, -6.078679319260027, -4.560832683641632, -7.365209621879335, -4.066239683509588]",MASK,"['Tu', '##ls', '##idas', 'Bo', '##rka', '##r']",2,4
7841,DATETIME,18 November 1934,"(17, 33)",tulsidas-borkar,"[-3.475580129037759, -4.2852586888924895, -4.102012042132543]",MASK,"['18', 'November', '1934']",3,0
7842,DATETIME,29 September 2018,"(36, 53)",tulsidas-borkar,"[-4.359837039930972, -4.349397243888455, -4.661244133747313]",MASK,"['29', 'September', '2018']",3,0
7843,DEM,Indian,"(62, 68)",tulsidas-borkar,[-1.3008485017685318],MASK,['Indian'],1,0
7844,DEM,composer,"(69, 77)",tulsidas-borkar,[-4.050664278255283],NO_MASK,['composer'],1,0
7845,DEM,harmonium player,"(82, 98)",tulsidas-borkar,"[-6.332094241522465, -6.934629284223091, -3.7065796277573493]",NO_MASK,"['harm', '##onium', 'player']",2,1
7846,ORG,Government of India,"(104, 123)",tulsidas-borkar,"[-1.1857513057833164, -4.262360706554472, -3.692844393544637]",NO_MASK,"['Government', 'of', 'India']",3,0
7847,MISC,Padma Shri,"(163, 173)",tulsidas-borkar,"[-2.9155447269147716, -4.622493570452435]",MASK,"['Padma', 'Shri']",2,0
7848,DATETIME,2016,"(177, 181)",tulsidas-borkar,[-4.976825521960573],MASK,['2016'],1,0
7849,PERSON,Thomas Lundmark,"(0, 15)",thomas-lundmark,"[-2.1120215727931315, -3.444665115493529, -6.186484738420645]",MASK,"['Thomas', 'Lund', '##mark']",2,1
7850,DATETIME,28 June 1963,"(22, 34)",thomas-lundmark,"[-3.829221629216982, -3.794466061686381, -1.8179083662382185]",MASK,"['28', 'June', '1963']",3,0
7851,DEM,Swedish,"(49, 56)",thomas-lundmark,[-4.658310206652116],NO_MASK,['Swedish'],1,0
7852,DEM,footballer,"(57, 67)",thomas-lundmark,[-0.07172282328160826],NO_MASK,['footballer'],1,0
7853,QUANTITY,86,"(77, 79)",thomas-lundmark,[-2.6277069151514043],MASK,['86'],1,0
7854,ORG,Allsvenskan,"(80, 91)",thomas-lundmark,"[-4.872547715767537, -4.955064748027837, -6.293436753211867, -7.4308639835707275, -4.683203496955417]",NO_MASK,"['All', '##s', '##ven', '##ska', '##n']",1,4
7855,QUANTITY,9,"(105, 106)",thomas-lundmark,[-2.1672776877482947],MASK,['9'],1,0
7856,ORG,AIK,"(118, 121)",thomas-lundmark,"[-6.514889389994959, -5.400586133766485]",MASK,"['AI', '##K']",1,1
7857,QUANTITY,56,"(126, 128)",thomas-lundmark,[-3.0284171695347895],MASK,['56'],1,0
7858,ORG,Allsvenskan,"(129, 140)",thomas-lundmark,"[-4.30681157998578, -4.907991139440814, -6.1331912849267765, -7.631313143905212, -4.692101067004249]",NO_MASK,"['All', '##s', '##ven', '##ska', '##n']",1,4
7859,QUANTITY,6,"(154, 155)",thomas-lundmark,[-1.5665830611735427],MASK,['6'],1,0
7860,ORG,Djurgårdens IF,"(167, 181)",thomas-lundmark,"[-5.148056667308879, -6.827980542041213, -6.396976960708708, -5.824775107776016, -6.4350661484507565, -3.521657516677992, -5.0795150083490626]",MASK,"['D', '##ju', '##rg', '##å', '##rden', '##s', 'IF']",2,5
7861,PERSON,David Alan LaFleur,"(0, 18)",david-lafleur,"[-2.287567582886647, -2.981503852074453, -4.33142945994783, -5.59880927733022, -4.553436262603861, -4.957094665067681]",MASK,"['David', 'Alan', 'La', '##F', '##le', '##ur']",3,3
7862,DATETIME,"January 29, 1974","(25, 41)",david-lafleur,"[-2.625471542901458, -3.5192558544375943, -2.7604394876015363, -1.876320345590611]",MASK,"['January', '29', ',', '1974']",4,0
7863,DEM,American,"(55, 63)",david-lafleur,[-0.04358713229844166],NO_MASK,['American'],1,0
7864,DEM,tight end,"(73, 82)",david-lafleur,"[-4.67284219554775, -1.7793317261670802]",NO_MASK,"['tight', 'end']",2,0
7865,ORG,National Football League,"(90, 114)",david-lafleur,"[-4.096214335182862, -3.763557208387484, -2.820399060935278]",NO_MASK,"['National', 'Football', 'League']",3,0
7866,ORG,NFL,"(116, 119)",david-lafleur,[-0.4104142205309219],NO_MASK,['NFL'],1,0
7867,ORG,Dallas Cowboys,"(129, 143)",david-lafleur,"[-3.546734834072255, -2.710342912598571]",MASK,"['Dallas', 'Cowboys']",2,0
7868,ORG,Louisiana State University,"(175, 201)",david-lafleur,"[-2.86973007848597, -2.895009852496463, -3.3743521469877034]",MASK,"['Louisiana', 'State', 'University']",3,0
7869,PERSON,Alexandra Lacrabère,"(0, 19)",alexandra-lacrab-re,"[-3.5758614777021607, -5.321651943638815, -5.687007611247469, -5.430352174949411]",MASK,"['Alexandra', 'Lac', '##rab', '##ère']",2,2
7870,DATETIME,27 April 1987,"(26, 39)",alexandra-lacrab-re,"[-4.064776917888396, -3.781848379357428, -2.0470305721609576]",MASK,"['27', 'April', '1987']",3,0
7871,DEM,French,"(46, 52)",alexandra-lacrab-re,[-2.0842853643237738],NO_MASK,['French'],1,0
7872,DEM,handball player,"(53, 68)",alexandra-lacrab-re,"[-4.916875095030371, -2.3430351068748037]",NO_MASK,"['handball', 'player']",2,0
7873,ORG,Fleury Loiret HB,"(73, 89)",alexandra-lacrab-re,"[-4.288912759133025, -4.235968219275934, -4.734150635768907, -5.420888969392026, -3.1731939729436114, -3.909672726527281, -4.729013623470127]",MASK,"['F', '##le', '##ury', 'Loire', '##t', 'H', '##B']",3,4
7874,ORG,French national team,"(98, 118)",alexandra-lacrab-re,"[-3.53455740024505, -3.702548812596058, -2.5435697469593244]",MASK,"['French', 'national', 'team']",3,0
7875,PERSON,Sydney Irwin Pollack,"(0, 20)",sydney-pollack,"[-5.486799442513034, -6.00202632160802, -8.819578324567244, -6.879673579026725]",MASK,"['Sydney', 'Irwin', 'Poll', '##ack']",3,1
7876,DATETIME,"July 1, 1934","(22, 34)",sydney-pollack,"[-4.871634038477441, -3.147496994994556, -1.1209785024197891, -6.061267005136444]",MASK,"['July', '1', ',', '1934']",4,0
7877,DATETIME,"May 26, 2008","(37, 49)",sydney-pollack,"[-4.4284974129871735, -5.043872954195432, -1.2895976261759008, -3.426707072155483]",MASK,"['May', '26', ',', '2008']",4,0
7878,DEM,American,"(58, 66)",sydney-pollack,[-3.1548347378264516],NO_MASK,['American'],1,0
7879,DEM,film director,"(67, 80)",sydney-pollack,"[-4.555274244508206, -2.858311240309041]",NO_MASK,"['film', 'director']",2,0
7880,DEM,producer,"(82, 90)",sydney-pollack,[-2.1802431603413273],NO_MASK,['producer'],1,0
7881,DEM,actor,"(95, 100)",sydney-pollack,[-1.8892435343618437],NO_MASK,['actor'],1,0
7882,PERSON,Pollack,"(102, 109)",sydney-pollack,"[-6.222579748738271, -7.166582765888352]",MASK,"['Poll', '##ack']",1,1
7883,QUANTITY,20,"(129, 131)",sydney-pollack,[-1.5501335758575479],MASK,['20'],1,0
7884,QUANTITY,10,"(142, 144)",sydney-pollack,[-3.7998480252364377],MASK,['10'],1,0
7885,QUANTITY,30,"(177, 179)",sydney-pollack,[-2.5593496032064103],MASK,['30'],1,0
7886,QUANTITY,44,"(214, 216)",sydney-pollack,[-3.245487500101771],MASK,['44'],1,0
7887,MISC,Out of Africa,"(237, 250)",sydney-pollack,"[-4.397443565917954, -2.3023610853879535, -4.40766512087486]",MASK,"['Out', 'of', 'Africa']",3,0
7888,DATETIME,1985,"(252, 256)",sydney-pollack,[-3.5162668770711702],MASK,['1985'],1,0
7889,PERSON,Pollack,"(259, 266)",sydney-pollack,"[-6.1571806716007975, -7.342341294135221]",MASK,"['Poll', '##ack']",1,1
7890,MISC,Academy Awards,"(275, 289)",sydney-pollack,"[-3.052412578189547, -2.294895565176152]",MASK,"['Academy', 'Awards']",2,0
7891,MISC,Best Director,"(294, 307)",sydney-pollack,"[-3.3175136078211693, -3.4143766689663155]",MASK,"['Best', 'Director']",2,0
7892,MISC,Best Picture,"(312, 324)",sydney-pollack,"[-4.209900651133457, -4.76282925934068]",MASK,"['Best', 'Picture']",2,0
7893,MISC,Best Director Oscars,"(352, 372)",sydney-pollack,"[-3.5510922790032837, -4.391293827606657, -2.1706571490246036, -3.312336295383995]",MASK,"['Best', 'Director', 'Oscar', '##s']",3,1
7894,MISC,"They Shoot Horses, Don't They?","(377, 407)",sydney-pollack,"[-5.038852652078138, -7.004153751880913, -6.629202749290808, -1.3838521793290461, -6.117513640940021, -4.092464741588746, -3.7787361306058354, -5.280684424613475, -3.0878527395083255]",MASK,"['They', 'Shoot', 'Horses', ',', 'Don', ""'"", 't', 'They', '?']",9,0
7895,DATETIME,1969,"(409, 413)",sydney-pollack,[-5.1589598361488145],NO_MASK,['1969'],1,0
7896,MISC,Tootsie,"(419, 426)",sydney-pollack,"[-5.769789767744078, -5.602616542107846, -5.567996627419355]",MASK,"['Too', '##ts', '##ie']",1,2
7897,DATETIME,1982,"(428, 432)",sydney-pollack,[-4.2520849899086945],MASK,['1982'],1,0
7898,MISC,Jeremiah Johnson,"(479, 495)",sydney-pollack,"[-5.071171022415713, -4.445013602885764]",MASK,"['Jeremiah', 'Johnson']",2,0
7899,DATETIME,1972,"(497, 501)",sydney-pollack,[-4.111409957226851],NO_MASK,['1972'],1,0
7900,MISC,Way We Were,"(508, 519)",sydney-pollack,"[-2.749521648366895, -2.820870942829858, -3.5281966663639888]",MASK,"['Way', 'We', 'Were']",3,0
7901,DATETIME,1973,"(521, 525)",sydney-pollack,[-4.151500660355198],NO_MASK,['1973'],1,0
7902,MISC,Three Days of the Condor,"(528, 552)",sydney-pollack,"[-4.2548438207321295, -3.888870721575977, -2.365840392178575, -1.6281622802965334, -4.454757866089914, -7.1339081164875155]",MASK,"['Three', 'Days', 'of', 'the', 'Con', '##dor']",5,1
7903,DATETIME,1975,"(554, 558)",sydney-pollack,[-4.171645111872966],NO_MASK,['1975'],1,0
7904,MISC,Absence of Malice,"(564, 581)",sydney-pollack,"[-3.1347722715636532, -5.20539533903253, -5.896159858360229, -1.91288722685058, -5.252523260519042, -5.757614052904611]",MASK,"['A', '##bs', '##ence', 'of', 'Mali', '##ce']",3,3
7905,DATETIME,1981,"(583, 587)",sydney-pollack,[-3.744765092848361],MASK,['1981'],1,0
7906,MISC,Havana,"(620, 626)",sydney-pollack,[-7.009390077857497],MASK,['Havana'],1,0
7907,DATETIME,1990,"(628, 632)",sydney-pollack,[-5.106683094932689],MASK,['1990'],1,0
7908,MISC,Presumed Innocent,"(635, 652)",sydney-pollack,"[-4.5986437726084, -8.23317710814204, -4.930207486406118, -5.648013161589612]",MASK,"['Pre', '##sume', '##d', 'Innocent']",2,2
7909,DATETIME,1990,"(654, 658)",sydney-pollack,[-5.221081324585256],NO_MASK,['1990'],1,0
7910,MISC,The Firm,"(661, 669)",sydney-pollack,"[-2.9106200095549157, -5.381830497479109, -7.527793054850309]",MASK,"['The', 'Fi', '##rm']",2,1
7911,DATETIME,1993,"(671, 675)",sydney-pollack,[-4.262786601914912],MASK,['1993'],1,0
7912,MISC,The Interpreter,"(678, 693)",sydney-pollack,"[-3.1777580740749536, -5.452140240096944, -5.62959943703016, -6.989518360112844, -5.435215312671475]",MASK,"['The', 'Inter', '##p', '##ret', '##er']",2,3
7913,DATETIME,2005,"(695, 699)",sydney-pollack,[-3.645900418259012],MASK,['2005'],1,0
7914,MISC,Michael Clayton,"(731, 746)",sydney-pollack,"[-5.129463499859546, -6.321059601508506]",MASK,"['Michael', 'Clayton']",2,0
7915,DATETIME,2007,"(748, 752)",sydney-pollack,[-3.8063242410300444],NO_MASK,['2007'],1,0
7916,PERSON,Pollack,"(755, 762)",sydney-pollack,"[-5.450821919588758, -7.332692120026649]",MASK,"['Poll', '##ack']",1,1
7917,PERSON,Robert Altman,"(788, 801)",sydney-pollack,"[-4.965435918102895, -5.6799979940992085, -3.4717048651572555]",MASK,"['Robert', 'Alt', '##man']",2,1
7918,MISC,The Player,"(822, 832)",sydney-pollack,"[-4.671752741064527, -8.020845626054053]",MASK,"['The', 'Player']",2,0
7919,DATETIME,1992,"(834, 838)",sydney-pollack,[-2.7326814852296244],MASK,['1992'],1,0
7920,PERSON,Woody Allen,"(841, 852)",sydney-pollack,"[-4.7638105882647785, -4.628722445294193]",MASK,"['Woody', 'Allen']",2,0
7921,MISC,Husbands and Wives,"(874, 892)",sydney-pollack,"[-7.13247669796416, -8.386513140949317, -3.889871170346121, -2.770519157299825, -3.9991773501149948, -6.616244266156092]",MASK,"['Hu', '##sband', '##s', 'and', 'W', '##ives']",3,3
7922,DATETIME,1993,"(894, 898)",sydney-pollack,[-3.282125698732667],NO_MASK,['1993'],1,0
7923,PERSON,Stanley Kubrick,"(905, 920)",sydney-pollack,"[-5.577925625481607, -4.975619999803002, -7.714033413514368, -5.805109527576872]",MASK,"['Stanley', 'Ku', '##bri', '##ck']",2,2
7924,MISC,Eyes Wide Shut,"(951, 965)",sydney-pollack,"[-5.208048346214393, -5.9641968637582465, -5.339511110605552]",MASK,"['Eyes', 'Wide', 'Shut']",3,0
7925,DATETIME,1999,"(967, 971)",sydney-pollack,[-2.5050224374690364],MASK,['1999'],1,0
7926,PERSON,Pollack,"(974, 981)",sydney-pollack,"[-5.395976425107007, -7.498505761657865]",MASK,"['Poll', '##ack']",1,1
7927,PERSON,Will Truman,"(1058, 1069)",sydney-pollack,"[-2.3760244454509634, -4.603102283803484]",MASK,"['Will', 'Truman']",2,0
7928,ORG,NBC,"(1086, 1089)",sydney-pollack,[-0.673111793536563],MASK,['NBC'],1,0
7929,MISC,Will & Grace,"(1097, 1109)",sydney-pollack,"[-3.2344678244117664, -4.066024203255634, -3.2018223912898978]",MASK,"['Will', '&', 'Grace']",3,0
